content,score,at,platform_type,token,lemmatized,clean,period,topic_no,cluster
spaylater sudah aktif dan tolong juga sudah aktif mau belanja di shoopefood tidak bisa pembayaran bertanya ke pelayanan pelanggan harus aktifkan ditambah sudah di aktifkan ttep tidak bisa jelek makin kesini banyak kasus yang belum di selesaikan kinerjanya kurang,1,2024-12-16 13:37:45,ecomm,"['spaylater', 'aktif', 'tolong', 'aktif', 'belanja', 'shoopefood', 'pembayaran', 'pelayanan', 'pelanggan', 'aktifkan', 'ditambah', 'aktifkan', 'ttep', 'jelek', 'kesini', 'selesaikan', 'kinerjanya']",spaylater aktif  aktif belanja shoopefood bayar layan langgan aktif tambah aktif ttep jelek kesini selesai kerja,spaylater aktif tolong aktif belanja shoopefood pembayaran pelayanan pelanggan aktifkan ditambah aktifkan ttep jelek kesini selesaikan kinerjanya,2024-12-01,-1,Outlier
kenapa tiap buka bahkan buka iklan penawaran padahal kita cari nominal yang harus di bayar akan jadi nunggak akan tagihan mau lihat nominal pembayaran bulanan saja tidak ada di kolom bagaimana mau tahu harus bayar berapa tiap bulan kalok di ikon s payleter mya bahkan isi iklan doan tidak ada kolom buat masuk ke tagihan kayak dahulu makin rumit tahu susah mencari tahu sudah jatuh tempo jadi harus cari di kolom notifikasi bagian keuangan,5,2024-12-10 12:51:11,ecomm,"['buka', 'buka', 'iklan', 'penawaran', 'cari', 'nominal', 'bayar', 'nunggak', 'tagihan', 'lihat', 'nominal', 'pembayaran', 'bulanan', 'kolom', 'bayar', 'kalok', 'ikon', 's', 'payleter', 'mya', 'isi', 'iklan', 'doan', 'kolom', 'masuk', 'tagihan', 'kayak', 'rumit', 'susah', 'mencari', 'jatuh', 'tempo', 'cari', 'kolom', 'notifikasi', 'keuangan']",buka buka iklan tawar cari nominal bayar nunggak tagih lihat nominal bayar bulan kolom bayar kalok ikon s payleter mya isi iklan doan kolom masuk tagih  rumit susah cari jatuh tempo cari kolom notifikasi uang,buka buka iklan penawaran cari nominal bayar nunggak tagihan lihat nominal pembayaran bulanan kolom bayar kalok ikon s payleter mya isi iklan doan kolom masuk tagihan kayak rumit susah mencari jatuh tempo cari kolom notifikasi keuangan,2024-12-01,20,20_iklan bayar_bayar iklan_iklan limit_iklan hilang
telah kembali hampir tahun lebih akkan tetapi hampir seminggu ini saya tidak bisa lagi menggunakkannya kalau niat memberi jangan di protek uang dipakai tetap di kembalikan aneh kasih setengah hati,5,2024-12-13 0:20:42,ecomm,"['akkan', 'seminggu', 'menggunakkannya', 'niat', 'protek', 'uang', 'dipakai', 'kembalikan', 'aneh', 'kasih', 'hati']",akkan minggu menggunakkannya niat protek uang pakai kembali aneh  hati,akkan seminggu menggunakkannya niat protek uang dipakai kembalikan aneh kasih hati,2024-12-01,-1,Outlier
cukup bagus hanya saja limit sayaa tidak naik padahal sudah lama banget semogaa bisa dinaikan ya dari pihak soalnyaa saya sudah sering belanja dan kredit dishopee paylater,5,2024-12-11 14:14:31,ecomm,"['bagus', 'limit', 'sayaa', 'banget', 'semogaa', 'dinaikan', 'ya', 'soalnyaa', 'belanja', 'kredit', 'dishopee', 'paylater']",bagus limit sayaa  semogaa naik  soalnyaa belanja kredit dishopee,bagus limit sayaa banget semogaa dinaikan ya soalnyaa belanja kredit dishopee paylater,2024-12-01,-1,Outlier
selalu puas belanja di banyak pilihan semua produk kebutuhan ada pengiriman cepat selalu dapat kupon ongkos kirim juga bisa juga terbaik,5,2024-12-12 12:37:07,ecomm,"['puas', 'belanja', 'pilihan', 'produk', 'kebutuhan', 'pengiriman', 'cepat', 'kupon', 'ongkos', 'kirim', 'terbaik']",puas belanja pilih produk butuh  cepat kupon   baik,puas belanja pilihan produk kebutuhan pengiriman cepat kupon ongkos kirim terbaik,2024-12-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
sering di pakai belanja tapi limit spaylater tidak ada kenaikan tetap di 3rb dan kebanyakan aturan sementara belanja di sudah dapat 3jt belanja di tokopedia pakai gopaylater sudah dikasih 16jt,1,2024-12-11 1:05:04,ecomm,"['pakai', 'belanja', 'limit', 'spaylater', 'kenaikan', '3rb', 'kebanyakan', 'aturan', 'belanja', '3jt', 'belanja', 'tokopedia', 'pakai', 'gopaylater', 'dikasih', '16jt']",pakai belanja limit spaylater naik 3rb banyak atur belanja 3jt belanja  pakai   16jt,pakai belanja limit spaylater kenaikan 3rb kebanyakan aturan belanja 3jt belanja tokopedia pakai gopaylater dikasih 16jt,2024-12-01,-1,Outlier
tolong buat pusat bantuan di ya lebih di tingkatkan buat bantuan spaylater dan spinjam ya agar pengguna dapat merasakan fitur dan spinjam yang ada di shopee,5,2025-01-05 14:26:33,ecomm,"['tolong', 'pusat', 'bantuan', 'ya', 'tingkatkan', 'bantuan', 'spaylater', 'spinjam', 'ya', 'pengguna', 'merasakan', 'fitur', 'spinjam', 'shopee']",pusat bantu  tingkat bantu spaylater   guna rasa fitur,tolong pusat bantuan ya tingkatkan bantuan spaylater spinjam ya pengguna merasakan fitur spinjam shopee,2025-01-01,-1,Outlier
pelayanannya sangat bagus sistemnya juga bagus dan membantu sekali tolong dong saya di aktfkan biar lebih cepat transaksinya terima kasih,5,2025-01-07 8:54:48,ecomm,"['pelayanannya', 'bagus', 'sistemnya', 'bagus', 'membantu', 'tolong', 'aktfkan', 'biar', 'cepat', 'transaksinya', 'terima', 'kasih']",layan bagus sistem bagus bantu  aktfkan biar cepat transaksi,pelayanannya bagus sistemnya bagus membantu tolong aktfkan biar cepat transaksinya terima kasih,2025-01-01,4,4_transaksi mudah_dompet digital_digital dompet_mudah transaksi
bayar belanjaan pakai proses a cepat tolong pertahankan jangan seperti proses pembayaran lama pembayaran sedang diproses tapi tagihan sudah masuk list akan kredivo,5,2024-12-03 7:45:03,ecomm,"['bayar', 'belanjaan', 'pakai', 'proses', 'a', 'cepat', 'tolong', 'pertahankan', 'proses', 'pembayaran', 'pembayaran', 'diproses', 'tagihan', 'masuk', 'list', 'kredivo']",bayar belanja pakai proses a cepat  tahan proses bayar bayar proses tagih masuk list,bayar belanjaan pakai proses a cepat tolong pertahankan proses pembayaran pembayaran diproses tagihan masuk list kredivo,2024-12-01,-1,Outlier
sudah lama banget pakai tapi sekarang proses pengiriman lama biasanya cuma 3hari paling lama 7hari kadang bisa cepat hari besok diterima sekarang sudah 3hari pesan pesanan status tidak diperbarui disitu situ saja jadi pembeli tunggu tidak pasti cuma bisa lihat etimasi yang lebih dari seminggu fitur spinjam juga pdhal sudah lunas lama banget tapi akun bahkan dibekukan semoga sistem kembali bagus kayak dahulu,3,2024-11-27 8:15:32,ecomm,"['banget', 'pakai', 'proses', 'pengiriman', '3hari', '7hari', 'kadang', 'cepat', 'besok', 'diterima', '3hari', 'pesan', 'pesanan', 'status', 'diperbarui', 'disitu', 'situ', 'pembeli', 'tunggu', 'lihat', 'etimasi', 'seminggu', 'fitur', 'spinjam', 'pdhal', 'lunas', 'banget', 'akun', 'dibekukan', 'semoga', 'sistem', 'bagus', 'kayak']",pakai proses  3hari 7hari kadang cepat besok  3hari pesan pesan status baru situ situ beli tunggu lihat etimasi minggu fitur  pdhal lunas  akun beku  sistem bagus,banget pakai proses pengiriman 3hari 7hari kadang cepat besok diterima 3hari pesan pesanan status diperbarui disitu situ pembeli tunggu lihat etimasi seminggu fitur spinjam pdhal lunas banget akun dibekukan semoga sistem bagus kayak,2024-11-01,-1,Outlier
bagus dari dahulu belanjanya cuma pakai karena tampilannya simpel tidak bikin mata bingung ditambah sekarang ada yang bikin belanja makin nyaman karena bisa dicicil setiap bulan,5,2024-11-25 22:13:58,ecomm,"['bagus', 'belanjanya', 'pakai', 'tampilannya', 'simpel', 'bikin', 'mata', 'bingung', 'ditambah', 'bikin', 'belanja', 'nyaman', 'dicicil']",bagus belanja pakai tampil simpel bikin mata bingung tambah bikin belanja nyaman cicil,bagus belanjanya pakai tampilannya simpel bikin mata bingung ditambah bikin belanja nyaman dicicil,2024-11-01,16,16_belanja mudah_mudah belanja_belanja nyaman_belanja bayar
ngajuin susah begitu dapat limit bahkan tidak bisa dipakai terlihat elit tapi tidak mampu memberikan fitur yang terlihat mempermudah pelanggan ingin menipu pelanggan saya ngajuin pengembalian dana karena paket saya tidak pernah saya terima katanya dalam 4 jam selesai sekarang sudah hari tidak kunjung selesai dan ketika saya ingin chat pelayanan pelanggan bahkan pada sibuk semua saya heran apakah perusahaan sebesar shope hanya punya orang pelayanan pelanggan atau mereka sengaja karena tidak ingin mengembalikan uan,1,2024-11-11 4:14:49,ecomm,"['ngajuin', 'susah', 'limit', 'dipakai', 'elit', 'fitur', 'mempermudah', 'pelanggan', 'menipu', 'pelanggan', 'ngajuin', 'pengembalian', 'dana', 'paket', 'terima', '4', 'jam', 'selesai', 'kunjung', 'selesai', 'chat', 'pelayanan', 'pelanggan', 'sibuk', 'heran', 'perusahaan', 'shope', 'orang', 'pelayanan', 'pelanggan', 'sengaja', 'mengembalikan', 'uan']",ngajuin susah limit pakai elit fitur mudah langgan tipu langgan ngajuin kembali dana paket  4 jam selesai kunjung selesai chat layan langgan sibuk heran usaha  orang layan langgan sengaja kembali uan,ngajuin susah limit dipakai elit fitur mempermudah pelanggan menipu pelanggan ngajuin pengembalian dana paket terima 4 jam selesai kunjung selesai chat pelayanan pelanggan sibuk heran perusahaan shope orang pelayanan pelanggan sengaja mengembalikan uan,2024-11-01,-1,Outlier
yang terhormat kenapa limit tidak naik mentok di 3ribu saja sering belanja dan lain lain tetap saja limitnya tidak naik segituu terus ada apa dan kenapa mungkin itu penyebab peminat kurang diminati orang akun sudah bertahun tahun limit tetap 3ribu,1,2024-12-03 9:45:21,ecomm,"['terhormat', 'limit', 'mentok', '3ribu', 'belanja', 'limitnya', 'segituu', 'penyebab', 'peminat', 'diminati', 'orang', 'akun', 'bertahun', 'limit', '3ribu']",hormat limit mentok 3ribu belanja limit segituu sebab minat minat orang akun tahun limit 3ribu,terhormat limit mentok 3ribu belanja limitnya segituu penyebab peminat diminati orang akun bertahun limit 3ribu,2024-12-01,-1,Outlier
memang bagus sih ini jadi bisa sering belanja disini dengan banyak promo bayar listrik pdam tapi sayang saya sudah pengajuan s kira sekitar 3 an kali tapi tidak pernah di acc lucu sering pembayaran diarahkan pakai s karena promo diskonnya besar tapi kenapa pengajuan s dipersulit,2,2024-11-29 11:06:25,ecomm,"['bagus', 'sih', 'belanja', 'promo', 'bayar', 'listrik', 'pdam', 'sayang', 'pengajuan', 's', '3', 'an', 'kali', 'acc', 'lucu', 'pembayaran', 'diarahkan', 'pakai', 's', 'promo', 'diskonnya', 'pengajuan', 's', 'dipersulit']",bagus  belanja promo bayar  pdam sayang aju s 3 an  acc lucu bayar arah pakai s promo diskon aju s sulit,bagus sih belanja promo bayar listrik pdam sayang pengajuan s 3 an kali acc lucu pembayaran diarahkan pakai s promo diskonnya pengajuan s dipersulit,2024-11-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
tagihan saya tiap bulan minimal 4rb kadang 6rb tapi tidak pernah dikasih koin banyak biar bisa belanja sering eh koin ja susah dicari tidak ada timbal balik pihak sana yang untung kami yang beli jarang dikasih koin gede atau cashback diskon gede pasti disusahkan dapat koin diskon cashback malas belanja banyakku cukup sampai akhir tahun 4 ja 5 kurangi belanja daring kalau tetap tidak ada timbal balik saya bayar biaya layanan biaya penanganan biaya cicilan tiap kali belanja tapi miskin koin csb diskon,1,2024-12-08 13:35:50,ecomm,"['tagihan', 'minimal', '4rb', 'kadang', '6rb', 'dikasih', 'koin', 'biar', 'belanja', 'eh', 'koin', 'ja', 'susah', 'dicari', 'timbal', 'untung', 'beli', 'jarang', 'dikasih', 'koin', 'gede', 'cashback', 'diskon', 'gede', 'disusahkan', 'koin', 'diskon', 'cashback', 'malas', 'belanja', 'banyakku', '4', 'ja', '5', 'kurangi', 'belanja', 'daring', 'timbal', 'bayar', 'biaya', 'layanan', 'biaya', 'penanganan', 'biaya', 'cicilan', 'kali', 'belanja', 'miskin', 'koin', 'csb', 'diskon']",tagih minimal 4rb kadang 6rb  koin biar belanja eh koin ja susah cari timbal untung beli jarang  koin gede cashback diskon gede susah koin diskon cashback malas belanja banyak 4 ja 5 kurang belanja daring timbal bayar biaya layan biaya tangan biaya cicil  belanja miskin koin csb diskon,tagihan minimal 4rb kadang 6rb dikasih koin biar belanja eh koin ja susah dicari timbal untung beli jarang dikasih koin gede cashback diskon gede disusahkan koin diskon cashback malas belanja banyakku 4 ja 5 kurangi belanja daring timbal bayar biaya layanan biaya penanganan biaya cicilan kali belanja miskin koin csb diskon,2024-12-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
fitur gaguna percuma mengadakan cashback tapi ujung ujungnya koin tidak bisa di pakai mau bayar juga tidak bisa cuma bisa buat belanja itupun tidak full cover jadi trik marketing yang menjerumuskan orang fitur sampah,1,2024-12-04 14:58:18,ecomm,"['fitur', 'gaguna', 'mengadakan', 'cashback', 'ujung', 'ujungnya', 'koin', 'pakai', 'bayar', 'belanja', 'itupun', 'full', 'cover', 'trik', 'marketing', 'menjerumuskan', 'orang', 'fitur', 'sampah']",fitur gaguna ada cashback ujung ujung koin pakai bayar belanja itu full cover trik marketing jerumus orang fitur sampah,fitur gaguna mengadakan cashback ujung ujungnya koin pakai bayar belanja itupun full cover trik marketing menjerumuskan orang fitur sampah,2024-12-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
belanja setiap hari akun platinum dapat cuma 3 dan ketika coba mau tahu extra di tolak dengan keterangan user blaclist chek apa kapan saya perna blaclist di shoppe apa perna bayar lewat dari tanggal jatuh tempo coba team analis cek akun dan belanja saya mengecewakan niat mau penuhi kebutuhan lewat dan di keranjang masih banyak yang belum di beli jadi tidak ada minat lagi belanja di dan harus pindah ke yang lebih menghargai pelanggan,1,2024-12-02 0:39:27,ecomm,"['belanja', 'akun', 'platinum', '3', 'coba', 'extra', 'tolak', 'keterangan', 'user', 'blaclist', 'chek', 'perna', 'blaclist', 'shoppe', 'perna', 'bayar', 'tanggal', 'jatuh', 'tempo', 'coba', 'team', 'analis', 'cek', 'akun', 'belanja', 'mengecewakan', 'niat', 'penuhi', 'kebutuhan', 'keranjang', 'beli', 'minat', 'belanja', 'pindah', 'menghargai', 'pelanggan']",belanja akun platinum 3 coba extra tolak terang user blaclist chek perna blaclist  perna bayar tanggal jatuh tempo coba team analis cek akun belanja kecewa niat penuh butuh keranjang beli minat belanja pindah harga langgan,belanja akun platinum 3 coba extra tolak keterangan user blaclist chek perna blaclist shoppe perna bayar tanggal jatuh tempo coba team analis cek akun belanja mengecewakan niat penuhi kebutuhan keranjang beli minat belanja pindah menghargai pelanggan,2024-12-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
membagongkan sebelumnya saya sudah melunasi sebelumnya paylaternya setelah beberapa bulan tidak di gunakan tiba di bekukan dengan alasan karena terlambat pembayaran bagaimana terlambat cicilan masaih panjang saya lunasi sekaligus akan aneh lebih baik jangan di adakan lagi di metode pembayarannya biar tidak jadi jelek di mata pelanggan lain ini jujur ya ada buktinya riwayat pembayaran saya tidak cuma asal bicara,1,2024-10-25 1:15:55,ecomm,"['membagongkan', 'melunasi', 'paylaternya', 'bekukan', 'alasan', 'terlambat', 'pembayaran', 'terlambat', 'cicilan', 'masaih', 'lunasi', 'aneh', 'adakan', 'metode', 'pembayarannya', 'biar', 'jelek', 'mata', 'pelanggan', 'jujur', 'ya', 'buktinya', 'riwayat', 'pembayaran', 'bicara']",bagong lunas  bekuk alas lambat bayar lambat cicil masaih lunas aneh adakan metode bayar biar jelek mata langgan jujur  bukti riwayat bayar bicara,membagongkan melunasi paylaternya bekukan alasan terlambat pembayaran terlambat cicilan masaih lunasi aneh adakan metode pembayarannya biar jelek mata pelanggan jujur ya buktinya riwayat pembayaran bicara,2024-10-01,5,5_cicil bayar_bayar cicil_cicil biaya_cicil lunas
aplikasi bagus dan banyak beri kemudahan respons pun cepat hanya saja saya masih di non aktifkan sudah setahun padahal sudah tidak ada tanggungan apapun,5,2024-12-09 1:30:37,ecomm,"['aplikasi', 'bagus', 'kemudahan', 'respons', 'cepat', 'non', 'aktifkan', 'setahun', 'tanggungan', 'apapun']",bagus mudah respons cepat non aktif tahun tanggung apa,aplikasi bagus kemudahan respons cepat non aktifkan setahun tanggungan apapun,2024-12-01,-1,Outlier
benci banget sama fitur aku tidak ingin aktifin fitur itu tapi kalau tidak aktifin tidak dapat bayar di tempat dengan ongkos kirim trjangkau padahal tadinya sudah enak banget kenapa sih semuanya harus diarahin pakai paylater,1,2024-11-10 9:41:28,ecomm,"['benci', 'banget', 'fitur', 'aktifin', 'fitur', 'aktifin', 'bayar', 'ongkos', 'kirim', 'trjangkau', 'enak', 'banget', 'sih', 'diarahin', 'pakai', 'paylater']",benci  fitur aktifin fitur aktifin bayar   trjangkau enak   diarahin pakai,benci banget fitur aktifin fitur aktifin bayar ongkos kirim trjangkau enak banget sih diarahin pakai paylater,2024-11-01,-1,Outlier
belanja lengkap cara pembayaran pun mudah bisa tf bayar di tempat bisa bisa cicilan pokok sgat membantu kalau lagi mau belanja kepepet recomen sudah sarat pun mudah cukup ktp saja semoga tambah maju dan sukses,5,2024-12-05 7:02:26,ecomm,"['belanja', 'lengkap', 'pembayaran', 'mudah', 'tf', 'bayar', 'cicilan', 'pokok', 'sgat', 'membantu', 'belanja', 'kepepet', 'recomen', 'sarat', 'mudah', 'ktp', 'semoga', 'maju', 'sukses']",belanja lengkap bayar mudah tf bayar cicil pokok sgat bantu belanja pepet recomen sarat mudah ktp  maju sukses,belanja lengkap pembayaran mudah tf bayar cicilan pokok sgat membantu belanja kepepet recomen sarat mudah ktp semoga maju sukses,2024-12-01,16,16_belanja mudah_mudah belanja_belanja nyaman_belanja bayar
buruk untuk pengantaran barangnya apalagi barang sudah saya batal tahu taunya tokonya bisa ngebatalan pesanan saya kok bisa bisanya begitu ya seperti itu toko bisa ngebatalin pesanan dari castamernya ini makin lama makin buruk antara toko penjual sama baru mengalami seperti ini padahal saya sudah tahun tidak seperti itu kok makin lama kesininya makin tambah buruk sama toko penjualannya bisanya klau saya batal saya bisa kembali lagi kok ini lama kelama tidak bisa,1,2024-12-03 12:22:12,ecomm,"['buruk', 'pengantaran', 'barangnya', 'barang', 'batal', 'taunya', 'tokonya', 'ngebatalan', 'pesanan', 'bisanya', 'ya', 'toko', 'ngebatalin', 'pesanan', 'castamernya', 'buruk', 'toko', 'penjual', 'mengalami', 'kesininya', 'buruk', 'toko', 'penjualannya', 'bisanya', 'klau', 'batal', 'kelama']",buruk antar barang barang batal tau toko ngebatalan pesan bisa  toko ngebatalin pesan castamernya buruk toko jual alam kesini buruk toko jual bisa klau batal lama,buruk pengantaran barangnya barang batal taunya tokonya ngebatalan pesanan bisanya ya toko ngebatalin pesanan castamernya buruk toko penjual mengalami kesininya buruk toko penjualannya bisanya klau batal kelama,2024-12-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
